sentimen,tweet,normalized_tweet,clean_tweet,char_len,word_len,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_process
positif,"even seumur hidup pun mereka tidak akan pernah terima apalagi ambil gaji dari negara krn tidak pernah mencicipi jdi presiden nkri. berdasarkan uu, capres abadi tidak digaji oleh negara.","Even seumur hidup pun mereka tidak akan pernah terima apalagi ambil gaji dari negara krn tidak pernah mencicipi jdi presiden NKRI. Berdasarkan UU, capres abadi tidak digaji oleh negara.",even seumur hidup pun mereka tidak akan pernah terima apalagi ambil gaji dari negara krn tidak pernah mencicipi jdi presiden nkri berdasarkan uu capres abadi tidak digaji oleh negara,182,29,"['even', 'seumur', 'hidup', 'pun', 'mereka', 'tidak', 'akan', 'pernah', 'terima', 'apalagi', 'ambil', 'gaji', 'dari', 'negara', 'krn', 'tidak', 'pernah', 'mencicipi', 'jdi', 'presiden', 'nkri', '.', 'berdasarkan', 'uu', ',', 'capres', 'abadi', 'tidak', 'digaji', 'oleh', 'negara', '.']","['even', 'seumur', 'hidup', 'terima', 'ambil', 'gaji', 'negara', 'krn', 'mencicipi', 'jdi', 'presiden', 'nkri', '.', 'berdasarkan', 'uu', ',', 'capres', 'abadi', 'digaji', 'negara', '.']","['even', 'umur', 'hidup', 'terima', 'ambil', 'gaji', 'negara', 'krn', 'cicip', 'jdi', 'presiden', 'nkri', '', 'dasar', 'uu', '', 'capres', 'abadi', 'gaji', 'negara', '']",even umur hidup terima ambil gaji negara krn cicip jdi presiden nkri  dasar uu  capres abadi gaji negara 
netral,"cek fakta : prabowo sebut banyak aset wni di luar negeri, ini data ditjen pajak  https://news.harianjogja.com/read/2019/04/14/500/985185/cek-fakta-prabowo-sebut-banyak-aset-wni-di-luar-negeri-ini-?utm_source=dlvr.it&utm_medium=twitterâ â€¦ pic.twitter.com/jwqqvgba8y","CEK FAKTA : Prabowo Sebut Banyak Aset WNI di Luar Negeri, Ini Data Ditjen Pajak  https://news.harianjogja.com/read/2019/04/14/500/985185/cek-fakta-prabowo-sebut-banyak-aset-wni-di-luar-negeri-ini-?utm_source=dlvr.it&utm_medium=twitterÂ â€¦ pic.twitter.com/JwQqVGbA8y",cek fakta  prabowo sebut banyak aset wni di luar negeri ini data ditjen pajak  httpsnewsharianjogjacomreadcekfaktaprabowosebutbanyakasetwnidiluarnegeriiniutm_sourcedlvritutm_mediumtwitterâ â pictwittercomjwqqvgbay,213,17,"['cek', 'fakta', ':', 'prabowo', 'sebut', 'banyak', 'aset', 'wni', 'di', 'luar', 'negeri', ',', 'ini', 'data', 'ditjen', 'pajak', 'https', ':', '//news.harianjogja.com/read/2019/04/14/500/985185/cek-fakta-prabowo-sebut-banyak-aset-wni-di-luar-negeri-ini-', '?', 'utm_source=dlvr.it', '&', 'utm_medium=twitterâ', 'â€¦', 'pic.twitter.com/jwqqvgba8y']","['cek', 'fakta', ':', 'prabowo', 'aset', 'wni', 'negeri', ',', 'data', 'ditjen', 'pajak', 'https', ':', '//news.harianjogja.com/read/2019/04/14/500/985185/cek-fakta-prabowo-sebut-banyak-aset-wni-di-luar-negeri-ini-', '?', 'utm_source=dlvr.it', '&', 'utm_medium=twitterâ', 'â€¦', 'pic.twitter.com/jwqqvgba8y']","['cek', 'fakta', '', 'prabowo', 'aset', 'wni', 'negeri', '', 'data', 'ditjen', 'pajak', 'https', '', 'news harianjogja com read 2019 04 14 500 985185 cek-fakta-prabowo-sebut-banyak-aset-wni-di-luar-negeri-ini-', '', 'utm source dlvr it', '', 'utm medium twitter', '', 'pic twitter com jwqqvgba8y']",cek fakta  prabowo aset wni negeri  data ditjen pajak https  news harianjogja com read 2019 04 14 500 985185 cek-fakta-prabowo-sebut-banyak-aset-wni-di-luar-negeri-ini-  utm source dlvr it  utm medium twitter  pic twitter com jwqqvgba8y
negatif,di tanya ttg e-sport jawabnya ttg pertanian dan ekonomiðÿ˜‚ðÿ˜‚ðÿ˜‚  sebenarnya prabowo ini kuliahnya di universitas mana sih..? pertanyaan ama jawaban gk nyambung amat.klenger apa keblinger.ðÿ¤£ðÿ¤£ðÿ¤£,Di tanya ttg e-sport jawabnya ttg pertanian dan ekonomiðŸ ̃‚ðŸ ̃‚ðŸ ̃‚  Sebenarnya prabowo ini kuliahnya di universitas mana sih..? Pertanyaan ama jawaban gk nyambung amat.klenger apa keblinger.ðŸ¤£ðŸ¤£ðŸ¤£,di tanya ttg esport jawabnya ttg pertanian dan ekonomiðÿ ðÿ ðÿ   sebenarnya prabowo ini kuliahnya di universitas mana sih pertanyaan ama jawaban gk nyambung amatklenger apa keblingerðÿðÿðÿ,188,27,"['di', 'tanya', 'ttg', 'e-sport', 'jawabnya', 'ttg', 'pertanian', 'dan', 'ekonomiðÿ˜‚ðÿ˜‚ðÿ˜‚', 'sebenarnya', 'prabowo', 'ini', 'kuliahnya', 'di', 'universitas', 'mana', 'sih', '..', '?', 'pertanyaan', 'ama', 'jawaban', 'gk', 'nyambung', 'amat.klenger', 'apa', 'keblinger.ðÿ¤£ðÿ¤£ðÿ¤£']","['ttg', 'e-sport', 'ttg', 'pertanian', 'ekonomiðÿ˜‚ðÿ˜‚ðÿ˜‚', 'prabowo', 'kuliahnya', 'universitas', 'sih', '..', '?', 'ama', 'gk', 'nyambung', 'amat.klenger', 'keblinger.ðÿ¤£ðÿ¤£ðÿ¤£']","['ttg', 'e-sport', 'ttg', 'tani', 'ekonomi', 'prabowo', 'kuliah', 'universitas', 'sih', '', '', 'ama', 'gk', 'nyambung', 'amat klenger', 'keblinger']",ttg e-sport ttg tani ekonomi prabowo kuliah universitas sih   ama gk nyambung amat klenger keblinger
netral,"itu tendangan pinalti prabowo pokoknya fokus pd pangan&gizi murah,harga2 terjangkau, pertanian sbg produk unggulan negara. bhs millenial>egp  e' support jk hny sok2an. e'support hrus terafiliasi dg produk unggul, bukan cetakcetek gadgetðÿ™ˆ @kpu_id @bappenasri https://twitter.com/temposains/status/1117232508037242880â â€¦","Itu tendangan pinalti prabowo pokoknya fokus pd pangan&gizi murah,harga2 terjangkau, pertanian sbg produk unggulan negara. Bhs millenial>EGP  e' support jk hny sok2an. E'support hrus terafiliasi dg produk unggul, bukan cetakcetek gadgetðŸTMˆ @KPU_ID @BappenasRI https://twitter.com/temposains/status/1117232508037242880Â â€¦",itu tendangan pinalti prabowo pokoknya fokus pd pangangizi murahharga terjangkau pertanian sbg produk unggulan negara bhs millenialegp  e support jk hny sokan esupport hrus terafiliasi dg produk unggul bukan cetakcetek gadgetðÿtmˆ kpu_id bappenasri httpstwittercomtemposainsstatusâ â,283,35,"['itu', 'tendangan', 'pinalti', 'prabowo', 'pokoknya', 'fokus', 'pd', 'pangan', '&', 'gizi', 'murah', ',', 'harga2', 'terjangkau', ',', 'pertanian', 'sbg', 'produk', 'unggulan', 'negara', '.', 'bhs', 'millenial', '>', 'egp', 'e', ""'"", 'support', 'jk', 'hny', 'sok2an', '.', ""e'support"", 'hrus', 'terafiliasi', 'dg', 'produk', 'unggul', ',', 'bukan', 'cetakcetek', 'gadgetðÿ™ˆ', '@', 'kpu_id', '@', 'bappenasri', 'https', ':', '//twitter.com/temposains/status/1117232508037242880â', 'â€¦']","['tendangan', 'pinalti', 'prabowo', 'pokoknya', 'fokus', 'pd', 'pangan', '&', 'gizi', 'murah', ',', 'harga2', 'terjangkau', ',', 'pertanian', 'sbg', 'produk', 'unggulan', 'negara', '.', 'bhs', 'millenial', '>', 'egp', 'e', ""'"", 'support', 'jk', 'hny', 'sok2an', '.', ""e'support"", 'hrus', 'terafiliasi', 'dg', 'produk', 'unggul', ',', 'cetakcetek', 'gadgetðÿ™ˆ', '@', 'kpu_id', '@', 'bappenasri', 'https', ':', '//twitter.com/temposains/status/1117232508037242880â', 'â€¦']","['tendang', 'pinalti', 'prabowo', 'pokok', 'fokus', 'pd', 'pangan', '', 'gizi', 'murah', '', 'harga2', 'jangkau', '', 'tani', 'sbg', 'produk', 'unggul', 'negara', '', 'bhs', 'millenial', '', 'egp', 'e', '', 'support', 'jk', 'hny', 'sok2an', '', 'e support', 'hrus', 'afiliasi', 'dg', 'produk', 'unggul', '', 'cetakcetek', 'gadget', '', 'kpu id', '', 'bappenasri', 'https', '', 'twitter com temposains status 1117232508037242880', '']",tendang pinalti prabowo pokok fokus pd pangan  gizi murah  harga2 jangkau  tani sbg produk unggul negara  bhs millenial  egp e  support jk hny sok2an  e support hrus afiliasi dg produk unggul  cetakcetek gadget  kpu id  bappenasri https  twitter com temposains status 1117232508037242880 
netral,klo prinsip menurunkan harga harus bisa menaikkan pendapatan itu ekonomi equilibrium keseimbangan tidak mudah itu pake logika kita berpikir damai selalu,Klo prinsip menurunkan harga harus bisa menaikkan pendapatan itu ekonomi equilibrium keseimbangan tidak mudah itu pake logika kita berpikir damai selalu,klo prinsip menurunkan harga harus bisa menaikkan pendapatan itu ekonomi equilibrium keseimbangan tidak mudah itu pake logika kita berpikir damai selalu,152,21,"['klo', 'prinsip', 'menurunkan', 'harga', 'harus', 'bisa', 'menaikkan', 'pendapatan', 'itu', 'ekonomi', 'equilibrium', 'keseimbangan', 'tidak', 'mudah', 'itu', 'pake', 'logika', 'kita', 'berpikir', 'damai', 'selalu']","['klo', 'prinsip', 'menurunkan', 'harga', 'menaikkan', 'pendapatan', 'ekonomi', 'equilibrium', 'keseimbangan', 'mudah', 'pake', 'logika', 'berpikir', 'damai']","['klo', 'prinsip', 'turun', 'harga', 'naik', 'dapat', 'ekonomi', 'equilibrium', 'imbang', 'mudah', 'pake', 'logika', 'pikir', 'damai']",klo prinsip turun harga naik dapat ekonomi equilibrium imbang mudah pake logika pikir damai
netral,"kalau ekonomi gk tumbuh, anda gagal membuat ekonomi lebih baik, pemerataan ekonomi itu impact nya ke pertumbuhan ekonomi, kalau pemerataan ekonomi tidak berimpact pada pertumbuhan ekonomi ya itu gagal namanya ðÿ˜„ðÿ˜„ðÿ˜„","Kalau ekonomi gk tumbuh, anda gagal membuat ekonomi lebih baik, pemerataan ekonomi itu impact nya ke pertumbuhan ekonomi, kalau pemerataan ekonomi tidak berimpact pada pertumbuhan ekonomi ya itu gagal namanya ðŸ ̃„ðŸ ̃„ðŸ ̃„",kalau ekonomi gk tumbuh anda gagal membuat ekonomi lebih baik pemerataan ekonomi itu impact nya ke pertumbuhan ekonomi kalau pemerataan ekonomi tidak berimpact pada pertumbuhan ekonomi ya itu gagal namanya ðÿ ðÿ ðÿ,214,33,"['kalau', 'ekonomi', 'gk', 'tumbuh', ',', 'anda', 'gagal', 'membuat', 'ekonomi', 'lebih', 'baik', ',', 'pemerataan', 'ekonomi', 'itu', 'impact', 'nya', 'ke', 'pertumbuhan', 'ekonomi', ',', 'kalau', 'pemerataan', 'ekonomi', 'tidak', 'berimpact', 'pada', 'pertumbuhan', 'ekonomi', 'ya', 'itu', 'gagal', 'namanya', 'ðÿ˜', '„', 'ðÿ˜', '„', 'ðÿ˜', '„']","['ekonomi', 'gk', 'tumbuh', ',', 'gagal', 'ekonomi', ',', 'pemerataan', 'ekonomi', 'impact', 'nya', 'pertumbuhan', 'ekonomi', ',', 'pemerataan', 'ekonomi', 'berimpact', 'pertumbuhan', 'ekonomi', 'ya', 'gagal', 'namanya', 'ðÿ˜', '„', 'ðÿ˜', '„', 'ðÿ˜', '„']","['ekonomi', 'gk', 'tumbuh', '', 'gagal', 'ekonomi', '', 'perata', 'ekonomi', 'impact', 'nya', 'tumbuh', 'ekonomi', '', 'perata', 'ekonomi', 'berimpact', 'tumbuh', 'ekonomi', 'ya', 'gagal', 'nama', '', '', '', '', '', '']",ekonomi gk tumbuh  gagal ekonomi  perata ekonomi impact nya tumbuh ekonomi  perata ekonomi berimpact tumbuh ekonomi ya gagal nama      
negatif,"emang gue pikirin.... gue cuma mikir jd presiden soal kerja itu sih ga masalah, rakyat ind sih akan diem saja mbok sby ajah tidur mulu bisa 10 thn lha pa jokowi kerja keras malah ga dihargai, mendingan bobo deh... makanya wowo ga usah dipilih tau!","emang gue pikirin.... gue cuma mikir jd presiden soal kerja itu sih ga masalah, rakyat Ind sih akan diem saja mbok sby ajah tidur mulu bisa 10 thn lha pa Jokowi kerja keras malah ga dihargai, mendingan bobo deh... makanya wowo ga usah dipilih tau!",emang gue pikirin gue cuma mikir jd presiden soal kerja itu sih ga masalah rakyat ind sih akan diem saja mbok sby ajah tidur mulu bisa  thn lha pa jokowi kerja keras malah ga dihargai mendingan bobo deh makanya wowo ga usah dipilih tau,235,44,"['emang', 'gue', 'pikirin', '....', 'gue', 'cuma', 'mikir', 'jd', 'presiden', 'soal', 'kerja', 'itu', 'sih', 'ga', 'masalah', ',', 'rakyat', 'ind', 'sih', 'akan', 'diem', 'saja', 'mbok', 'sby', 'ajah', 'tidur', 'mulu', 'bisa', '10', 'thn', 'lha', 'pa', 'jokowi', 'kerja', 'keras', 'malah', 'ga', 'dihargai', ',', 'mendingan', 'bobo', 'deh', '...', 'makanya', 'wowo', 'ga', 'usah', 'dipilih', 'tau', '!']","['emang', 'gue', 'pikirin', '....', 'gue', 'mikir', 'jd', 'presiden', 'kerja', 'sih', 'ga', ',', 'rakyat', 'ind', 'sih', 'diem', 'mbok', 'sby', 'ajah', 'tidur', 'mulu', '10', 'thn', 'lha', 'pa', 'jokowi', 'kerja', 'keras', 'ga', 'dihargai', ',', 'mendingan', 'bobo', 'deh', '...', 'wowo', 'ga', 'dipilih', 'tau', '!']","['emang', 'gue', 'pikirin', '', 'gue', 'mikir', 'jd', 'presiden', 'kerja', 'sih', 'ga', '', 'rakyat', 'ind', 'sih', 'diem', 'mbok', 'sby', 'ajah', 'tidur', 'mulu', '10', 'thn', 'lha', 'pa', 'jokowi', 'kerja', 'keras', 'ga', 'harga', '', 'mending', 'bobo', 'deh', '', 'wowo', 'ga', 'pilih', 'tau', '']",emang gue pikirin  gue mikir jd presiden kerja sih ga  rakyat ind sih diem mbok sby ajah tidur mulu 10 thn lha pa jokowi kerja keras ga harga  mending bobo deh  wowo ga pilih tau 
netral,"sepertinya ml, pubg, dan dota lebih bisa memajukan ekonomi dan sekaligus meningkatkan kesejahteraan rakyat ya pak @jokowi","Sepertinya ML, PUBG, dan DOTA lebih bisa memajukan ekonomi dan sekaligus meningkatkan kesejahteraan rakyat ya pak @jokowi",sepertinya ml pubg dan dota lebih bisa memajukan ekonomi dan sekaligus meningkatkan kesejahteraan rakyat ya pak jokowi,118,17,"['sepertinya', 'ml', ',', 'pubg', ',', 'dan', 'dota', 'lebih', 'bisa', 'memajukan', 'ekonomi', 'dan', 'sekaligus', 'meningkatkan', 'kesejahteraan', 'rakyat', 'ya', 'pak', '@', 'jokowi']","['ml', ',', 'pubg', ',', 'dota', 'memajukan', 'ekonomi', 'meningkatkan', 'kesejahteraan', 'rakyat', 'ya', '@', 'jokowi']","['ml', '', 'pubg', '', 'dota', 'maju', 'ekonomi', 'tingkat', 'sejahtera', 'rakyat', 'ya', '', 'jokowi']",ml  pubg  dota maju ekonomi tingkat sejahtera rakyat ya  jokowi
netral,"lah nalarnya jg di mana? yg dibahas ttg ekonomi makro, tp malah ngomongin mikro (ibu2 ngeluh harga2 pd naik), ra nyambung geblek. ibarat motong rumput mestinya pake cengkrong, ini malah pake gunting kuku.","Lah nalarnya jg di mana? Yg dibahas ttg ekonomi makro, tp malah ngomongin mikro (ibu2 ngeluh harga2 pd naik), ra nyambung geblek. Ibarat motong rumput mestinya pake cengkrong, ini malah pake gunting kuku.",lah nalarnya jg di mana yg dibahas ttg ekonomi makro tp malah ngomongin mikro ibu ngeluh harga pd naik ra nyambung geblek ibarat motong rumput mestinya pake cengkrong ini malah pake gunting kuku,194,33,"['lah', 'nalarnya', 'jg', 'di', 'mana', '?', 'yg', 'dibahas', 'ttg', 'ekonomi', 'makro', ',', 'tp', 'malah', 'ngomongin', 'mikro', '(', 'ibu2', 'ngeluh', 'harga2', 'pd', 'naik', ')', ',', 'ra', 'nyambung', 'geblek', '.', 'ibarat', 'motong', 'rumput', 'mestinya', 'pake', 'cengkrong', ',', 'ini', 'malah', 'pake', 'gunting', 'kuku', '.']","['nalarnya', 'jg', '?', 'yg', 'dibahas', 'ttg', 'ekonomi', 'makro', ',', 'tp', 'ngomongin', 'mikro', '(', 'ibu2', 'ngeluh', 'harga2', 'pd', ')', ',', 'ra', 'nyambung', 'geblek', '.', 'motong', 'rumput', 'mestinya', 'pake', 'cengkrong', ',', 'pake', 'gunting', 'kuku', '.']","['nalar', 'jg', '', 'yg', 'bahas', 'ttg', 'ekonomi', 'makro', '', 'tp', 'ngomongin', 'mikro', '', 'ibu2', 'ngeluh', 'harga2', 'pd', '', '', 'ra', 'nyambung', 'geblek', '', 'motong', 'rumput', 'mesti', 'pake', 'cengkrong', '', 'pake', 'gunting', 'kuku', '']",nalar jg  yg bahas ttg ekonomi makro  tp ngomongin mikro  ibu2 ngeluh harga2 pd   ra nyambung geblek  motong rumput mesti pake cengkrong  pake gunting kuku 
netral,prabowo: strategi ekonomi indonesia sudah lama salah arah -  http://bisnis.comâ  http://dlvr.it/r2mxxgâ ,Prabowo: Strategi Ekonomi Indonesia Sudah Lama Salah Arah -  http://Bisnis.comÂ  http://dlvr.it/R2mXxgÂ ,prabowo strategi ekonomi indonesia sudah lama salah arah   httpbisniscomâ  httpdlvritrmxxgâ,91,10,"['prabowo', ':', 'strategi', 'ekonomi', 'indonesia', 'sudah', 'lama', 'salah', 'arah', '-', 'http', ':', '//bisnis.comâ', 'http', ':', '//dlvr.it/r2mxxgâ']","['prabowo', ':', 'strategi', 'ekonomi', 'indonesia', 'salah', 'arah', '-', 'http', ':', '//bisnis.comâ', 'http', ':', '//dlvr.it/r2mxxgâ']","['prabowo', '', 'strategi', 'ekonomi', 'indonesia', 'salah', 'arah', '-', 'http', '', 'bisnis com', 'http', '', 'dlvr it r2mxxg']",prabowo  strategi ekonomi indonesia salah arah - http  bisnis com http  dlvr it r2mxxg
negatif,yg membuat ekonomi maju itu membangun industri game bukan bangun e-sport ampun dah pak jokowi  yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis  atau bikin pabrik alat olahraga ðÿ˜«,Yg membuat ekonomi maju itu membangun industri game Bukan bangun e-sport Ampun dah pak Jokowi  Yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis  Atau bikin pabrik alat olahraga ðŸ ̃«,yg membuat ekonomi maju itu membangun industri game bukan bangun esport ampun dah pak jokowi  yg membuka lapangan kerja bnyk itu jdi atlet bulutangkis  atau bikin pabrik alat olahraga ðÿ,186,30,"['yg', 'membuat', 'ekonomi', 'maju', 'itu', 'membangun', 'industri', 'game', 'bukan', 'bangun', 'e-sport', 'ampun', 'dah', 'pak', 'jokowi', 'yg', 'membuka', 'lapangan', 'kerja', 'bnyk', 'itu', 'jdi', 'atlet', 'bulutangkis', 'atau', 'bikin', 'pabrik', 'alat', 'olahraga', 'ðÿ˜', '«']","['yg', 'ekonomi', 'maju', 'membangun', 'industri', 'game', 'bangun', 'e-sport', 'ampun', 'dah', 'jokowi', 'yg', 'membuka', 'lapangan', 'kerja', 'bnyk', 'jdi', 'atlet', 'bulutangkis', 'bikin', 'pabrik', 'alat', 'olahraga', 'ðÿ˜', '«']","['yg', 'ekonomi', 'maju', 'bangun', 'industri', 'game', 'bangun', 'e-sport', 'ampun', 'dah', 'jokowi', 'yg', 'buka', 'lapang', 'kerja', 'bnyk', 'jdi', 'atlet', 'bulutangkis', 'bikin', 'pabrik', 'alat', 'olahraga', '', '']",yg ekonomi maju bangun industri game bangun e-sport ampun dah jokowi yg buka lapang kerja bnyk jdi atlet bulutangkis bikin pabrik alat olahraga  
negatif,pertanyaan 01 emang lebay sok milenial tapi 02 sayangnya goblok harusnya dibantah itu atau jelasin dgn bukti2 yg ada kalau game ol gak pengaruh pd ekonomi indonesia secara umum.,Pertanyaan 01 emang lebay sok milenial tapi 02 sayangnya goblok harusnya dibantah itu atau jelasin dgn bukti2 yg ada kalau game ol gak pengaruh pd ekonomi Indonesia secara umum.,pertanyaan  emang lebay sok milenial tapi  sayangnya goblok harusnya dibantah itu atau jelasin dgn bukti yg ada kalau game ol gak pengaruh pd ekonomi indonesia secara umum,171,27,"['pertanyaan', '01', 'emang', 'lebay', 'sok', 'milenial', 'tapi', '02', 'sayangnya', 'goblok', 'harusnya', 'dibantah', 'itu', 'atau', 'jelasin', 'dgn', 'bukti2', 'yg', 'ada', 'kalau', 'game', 'ol', 'gak', 'pengaruh', 'pd', 'ekonomi', 'indonesia', 'secara', 'umum', '.']","['01', 'emang', 'lebay', 'sok', 'milenial', '02', 'sayangnya', 'goblok', 'dibantah', 'jelasin', 'dgn', 'bukti2', 'yg', 'game', 'ol', 'gak', 'pengaruh', 'pd', 'ekonomi', 'indonesia', '.']","['01', 'emang', 'lebay', 'sok', 'milenial', '02', 'sayang', 'goblok', 'ban', 'jelasin', 'dgn', 'bukti2', 'yg', 'game', 'ol', 'gak', 'pengaruh', 'pd', 'ekonomi', 'indonesia', '']",01 emang lebay sok milenial 02 sayang goblok ban jelasin dgn bukti2 yg game ol gak pengaruh pd ekonomi indonesia 
negatif,gaji gak di ambil..? sudah kaya? lah napa kmrn minta sumbangan untuk dana kampanye,Gaji gak di ambil..? Sudah kaya? Lah napa kmrn minta sumbangan untuk dana kampanye,gaji gak di ambil sudah kaya lah napa kmrn minta sumbangan untuk dana kampanye,78,14,"['gaji', 'gak', 'di', 'ambil', '..', '?', 'sudah', 'kaya', '?', 'lah', 'napa', 'kmrn', 'minta', 'sumbangan', 'untuk', 'dana', 'kampanye']","['gaji', 'gak', 'ambil', '..', '?', 'kaya', '?', 'napa', 'kmrn', 'sumbangan', 'dana', 'kampanye']","['gaji', 'gak', 'ambil', '', '', 'kaya', '', 'napa', 'kmrn', 'sumbang', 'dana', 'kampanye']",gaji gak ambil   kaya  napa kmrn sumbang dana kampanye
positif,"terimakasih bapak prabowo subianto dan bang sandiaga uno salahuddin uno,gaji bpk ""tdk akan diambil dan untuk kepentingan masyarakat indonesia, terimakasih dan terimakasih . rakyat indonesia menanti bapak sebagai presiden indonesia yg adil makmur dr sabang sampai merauke","Terimakasih Bapak Prabowo Subianto dan bang Sandiaga Uno Salahuddin Uno,gaji BPK ""tdk akan diambil dan untuk kepentingan masyarakat Indonesia, terimakasih dan terimakasih . rakyat Indonesia menanti bapak sebagai PRESIDEN INDONESIA yg adil makmur dr Sabang sampai Merauke",terimakasih bapak prabowo subianto dan bang sandiaga uno salahuddin unogaji bpk tdk akan diambil dan untuk kepentingan masyarakat indonesia terimakasih dan terimakasih  rakyat indonesia menanti bapak sebagai presiden indonesia yg adil makmur dr sabang sampai merauke,266,36,"['terimakasih', 'bapak', 'prabowo', 'subianto', 'dan', 'bang', 'sandiaga', 'uno', 'salahuddin', 'uno', ',', 'gaji', 'bpk', '``', 'tdk', 'akan', 'diambil', 'dan', 'untuk', 'kepentingan', 'masyarakat', 'indonesia', ',', 'terimakasih', 'dan', 'terimakasih', '.', 'rakyat', 'indonesia', 'menanti', 'bapak', 'sebagai', 'presiden', 'indonesia', 'yg', 'adil', 'makmur', 'dr', 'sabang', 'sampai', 'merauke']","['terimakasih', 'prabowo', 'subianto', 'bang', 'sandiaga', 'uno', 'salahuddin', 'uno', ',', 'gaji', 'bpk', '``', 'tdk', 'diambil', 'kepentingan', 'masyarakat', 'indonesia', ',', 'terimakasih', 'terimakasih', '.', 'rakyat', 'indonesia', 'presiden', 'indonesia', 'yg', 'adil', 'makmur', 'dr', 'sabang', 'merauke']","['terimakasih', 'prabowo', 'subianto', 'bang', 'sandiaga', 'uno', 'salahuddin', 'uno', '', 'gaji', 'bpk', '', 'tdk', 'ambil', 'penting', 'masyarakat', 'indonesia', '', 'terimakasih', 'terimakasih', '', 'rakyat', 'indonesia', 'presiden', 'indonesia', 'yg', 'adil', 'makmur', 'dr', 'sabang', 'merauke']",terimakasih prabowo subianto bang sandiaga uno salahuddin uno  gaji bpk  tdk ambil penting masyarakat indonesia  terimakasih terimakasih  rakyat indonesia presiden indonesia yg adil makmur dr sabang merauke
positif,"pengakuan yg jujur bahwa sembako mahal sehingga perlu kartu. karena permintaan terhadap kartu meningkat , maka sesuai hukum supply dan demand, harga kartu pun akan naik dan perlu diciptakan kartu baru, begitu seterusnya","Pengakuan yg jujur bahwa sembako mahal sehingga perlu kartu. Karena permintaan terhadap kartu meningkat , maka sesuai hukum supply dan demand, harga kartu pun akan naik dan perlu diciptakan kartu baru, begitu seterusnya",pengakuan yg jujur bahwa sembako mahal sehingga perlu kartu karena permintaan terhadap kartu meningkat  maka sesuai hukum supply dan demand harga kartu pun akan naik dan perlu diciptakan kartu baru begitu seterusnya,215,32,"['pengakuan', 'yg', 'jujur', 'bahwa', 'sembako', 'mahal', 'sehingga', 'perlu', 'kartu', '.', 'karena', 'permintaan', 'terhadap', 'kartu', 'meningkat', ',', 'maka', 'sesuai', 'hukum', 'supply', 'dan', 'demand', ',', 'harga', 'kartu', 'pun', 'akan', 'naik', 'dan', 'perlu', 'diciptakan', 'kartu', 'baru', ',', 'begitu', 'seterusnya']","['pengakuan', 'yg', 'jujur', 'sembako', 'mahal', 'kartu', '.', 'permintaan', 'kartu', 'meningkat', ',', 'sesuai', 'hukum', 'supply', 'demand', ',', 'harga', 'kartu', 'diciptakan', 'kartu', ',']","['aku', 'yg', 'jujur', 'sembako', 'mahal', 'kartu', '', 'minta', 'kartu', 'tingkat', '', 'sesuai', 'hukum', 'supply', 'demand', '', 'harga', 'kartu', 'cipta', 'kartu', '']",aku yg jujur sembako mahal kartu  minta kartu tingkat  sesuai hukum supply demand  harga kartu cipta kartu 
